iter	MultiClass
0	1.03853567
1	0.998124837
2	2	0.9470003698
3	0.8990145631
4	0.8522474994
5	0.8163433598
6	0.7741273506
7	0.744819561
8	0.6890066417
9	0.6902542006
10	0.6525319576
11	0.6288013744
12	0.6086673012
13	0.5846973221
14	0.5680729906
15	0.5494317175
16	0.53282001
17	0.5127877539
18	0.4974934273
119	0.4871399356
20	0.4677961393
21	0.4556575963
22	0.4415476558
23	0.4296753916
24	0.4164486584
25	0.4046198378
26	0.3952276497
27	0.3829909708
28	0.3749526941
29	0.3655915094
30	0.35509666831	0.3663427574
32	0.3592016818
33	0.3518075009
34	0.346146159
3535	0.3184149
336	0.3275826314337	0.321114048938	0.297701874
39	0.2922491272
40	0.2868288282
41	0.2794740154
42	0.2742469645
43	0.2683429001
44	0.2626146043
45	0.2574411227
4646	0.26975072447	0.2501144346
48	0.2452661058
49	0.2392838663
50	0.2357183509
51	0.2308296103
52	0.2265191834
53	0.2224784585
54	0.2182782768
555	0.2292396933
56	0.2247973267
57	0.2213305685
58	0.2172175439559	0.2138485151
60	0.2112205268
61	0.2082522886
62	0.2036230051
63	0.2006958272
64	0.1964009459
65	0.1943341933
66	0.1918886958
67	0.1892236603
68	0.1869604222
69	0.1830024056
70	0.1799407543
71	0.1762528356
72	0.1733326132
73	0.1710022243
74	0.1680180306
75	0.1652349739
76	0.1613979633
77	0.1596986429
78	0.1573711066
79	0.1554443629
80	0.1536292161
81	0.1518618729
82	0.1498792578
83	0.1483313187
84	0.1466182862
85	0.1448180861
86	0.142368371
87	0.1407443052
88	0.1389511723
89	0.1368234138
90	0.134820956
91	0.1323976188
92	0.1304148496
93	0.1284834966
94	0.1262210764
95	0.1240029921
96	0.1227324735
97	0.1209886688
98	0.1197265522
99	0.1180769081
100	0.1165499425
101	0.115752141
102	0.1137960961
103	0.1121144241
104	0.1109769895
105	0.1095436384
106	0.1083564202
107	0.1071097805
108	0.1060010095
109	0.104425199
110	0.1031997227
111	0.1023371989
112	0.1013749618
113	0.1000493408
114	0.09865780266
115	0.09741223706
116	0.0959341029
117	0.09509024142
118	0.09376447149
119	0.09251703681
120	0.09157342845
121	0.0907213929
122	0.0896677483
123	0.08848432127
124	0.08735752394
125	0.08665826773
126	0.08598969705
127	0.08515258913
128	0.08445211943
129	0.08359124732
130	0.08283665646
131	0.08197388999
132	0.08098780526
133	0.08031859885
134	0.07957811834
135	0.07882739928
136	0.0778951012
137	0.07725477781
138	0.07651925391
139	0.07598274465
140	0.07510243732
141	0.07461802651
142	0.07406454305
143	0.07316809932
144	0.07229888457
145	0146	0.0758244146	0147	0.07506327563
148	0.074386148	0.149	0.0737751001
150	0.0728328288
151	0.07214067151	0.06788987817
152	0.06704620763
153	0.06672035185
154155	0.0696292784
156	0.06905915082
157	0.06865448705
158	0.06821567152
159	0.06784585842
160	0.06705650456
161	0.06661404458
162	0.06611527382
163	0.06568723767
164	0.06521231598
165	0.06462640846
166	0.06421111913
167	0.06380712417
168	0.06337563297
169	0.06284477734
170	0.06235926441
171	0.06191427389
172	0.06141696713
173	0.06090056263
174	0.0604457017
175	0.05978875431
176	0.05942704809
177	0.05914363553
178	0.05877050367
179	0.05824702741
180	0.05784948173
181	0.05738012371
182	0.05703679549
183	0.05678457883
184	0.05635789028
185	0.05585467469
186	0.05552159336
187	0.05499480446
188	0.05458620731
189	0.05426986617
190	0.05394506087
191	0.05343821114
192	0.05314709507
193	0.05274580721
194	0.05223816832
195	0.05188437476
196	0.05160882381
197	0.05122048151
198	0.05089722573
199	0.05045688904
200	0.05018089644
201	0.04989416289
202	0.04950638269
203	0.0492569395
204	0.04880169427
205	0.04847695625
206	0.04810666553
207	0.04768040282
208	0.04745096615
209	0.04713375511
210	0.04688965747
211	0.04662088364
212	0.04630873369
213	0.04609888147
214	0.04583431169
215	0.04553507894
216	0.04533166309
217	0.04511845952
218	0.04484357766
219	0.0444666357
220	0.04409258438
221	0.04380874528
222	0.04344148438
223	0.04326834137
224	0.04304326347
225	0.04272531281
226	0.04252209937
227	0.04234829736
228	0.04214665417
229	0.04197630963
230	0.04169753619
231	0.04152189344
232	0.04133692367
233	0.0411675606
234	0.04090324602
235	0.04077170738
236	0.04058783992
237	0.04042710077
238	0.04017371063
239	0.0398573884
240	0.03971260064
241	0.03941169494
242	0.03924017149
243	0.03902015021
244	0.03871356064
245	0.03856259628
246	0.03836190489
247	0.03820152464
248	0.03804073157
249	0.03785799868
250	0.03766595034
251	0.03744268221
252	0.03730307124
253	0.03710488526
254	0.03697729618
255	0.03679708999
256	0.03662427365
257	0.03638271041
258	0.03625423341
259	0.03599344689
260	0.0358120174
261	0.03555128967
262	0.03536987831
263	0.03521145353
264	0.0350115661
265	0.034851655
266	0.03465067859
267	0.03451133175
268	0.03436567626
269	0.03421542456
270	0.03402583771
271	0.0339102902
272	0.033784637
273	0.03368439433
274	0.03347897066
275	0.03335936291
276	0.0332361173
277	0.03310960878
278	0.03298966255
279	0.03282772882
280	0.03267222629
281	0.03256187024
282	0.03244664602
283	0.03224096681
284	0.03213908094
285	0.03201874382
286	0.03192194405
287	0.0317451241
288	0.0316438884
289	0.03143909085
290	0.03128235928
291	0.03111297015
292	0.03098544226
293	0.03082480338
294	0.03063772993
295	0.03044069831
296	0.03030089521
297	0.0301469683
298	0.02995732117
299	0.02977147908
300	0.02958951386
301	0.02944803885
302	0.02931117421
303	0.02917797441
304	0.02903717555
305	0.02892322149
306	0.02877754307
307	0.02863889902
308	0.02855640674
309	0.02847215424
310	0.02835407539
311	0.0282005476
312	0.02809215669
313	0.02800456556
314	0.02790038279
315	0.02781927137
316	0.02772399986
317	0.02764250223
318	0.02754024083
319	0.02742088472
320	0.02733946228
321	0.0271798186
322	0.02706365547
323	0.02690593388
324	0.02680551572
325	0.02668697424
326	0.02653636857
327	0.02645570793
328	0.02633329875
329	0.02623393981
330	0.02615182376
331	0.02608645451
332	0.02598564586
333	0.02588373648
334	0.02574995007
335	0.02563950595
336	0.02555805611
337	0.02548202913
338	0.02541591414
339	0.02531552835
340	0.02524162464
341	0.02518299566
342	0.02507864408
343	0.02499063846
344	0.02492399841
345	0.02482689457
346	0.02471529474
347	0.02464486263
348	0.02457766298
349	0.02446114367
350	0.02437013842
351	0.02431231145
352	0.02423724651
353	0.02416153098
354	0.02409917049
355	0.02400204879
356	0.02389436632
357	0.02381844487
358	0.02375850293
359	0.02364441853
360	0.02353015369
361	0.02345146845
362	0.02339116913
363	0.02328524661
364	0.02318499096
365	0.0231108253
366	0.02302517259
367	0.02293312597
368	0.02282006907
369	0.02273806449
370	0.0226675687
371	0.02258397772
372	0.02251872572
373	0.02246385641
374	0.02240943434
375	0.02235332032
376	0.02229945555
377	0.022231073
378	0.02216343395
379	0.02209042367
380	0.02200716947
381	0.02195055611
382	0.02186888221
383	0.02181467313
384	0.02174588486
385	0.02165667818
386	0.02155750443
387	0.02150252121
388	0.02143628431
389	0.02138762161
390	0.02130491072
391	0.02123110206
392	0.02113334154
393	0.02105110627
394	0.0209595363
395	0.02088859861
396	0.02083114249
397	0.02078330036
398	0.02072351213
399	0.02066347925
400	0.02061202674
401	0.02054932799
402	0.02048234712
403	0.02043066987
404	0.02036687141
405	0.02030208553
406	0.02022898381
407	0.02018314358
408	0.02013951611
409	0.02005195664
410	0.02000116402
411	0.01992516929
412	0.01987344294
413	0.01981860972
414	0.01975640219
415	0.01971560016
416	0.01966889513
417	0.01962937579
418	0.01957463321
419	0.01954205831
420	0.01948424604
421	0.01945156305
422	0.01939972291
423	0.01937013099
424	0.0193080498
425	0.01926909028
426	0.01921953742
427	0.01917889479
428	0.01913286132
429	0.01908705776
430	0.01904658845
431	0.01899915846
432	0.01894383416
433	0.01889124514
434	0.01884944226
435	0.01879846401
436	0.01875425225
437	0.01871108897
438	0.01867583012
439	0.01863597157
440	0.01858778026
441	0.01854418297
442	0.01850438691
443	0.01846843691
444	0.01842637974
445	0.01838212683
446	0.01833318921
447	0.0182932099
448	0.01825417382
449	0.01820459574
450	0.01815301114
451	0.01808175563
452	0.01804636633
453	0.01798249745
454	0.0179127801
455	0.01787495465
456	0.01783447401
457	0.01780003568
458	0.01777775068
459	0.01774246915
460	0.01770377728
461	0.01765787408
462	0.01760546609
463	0.01757352037
464	0.01750506141
465	0.01746419029
466	0.01741943315
467	0.01738715433
468	0.01733517417
469	0.01730402248
470	0.01727101514
471	0.01722509456
472	0.01718785604
473	0.0171532666
474	0.01711185698
475	0.01706785351
476	0.0170182507
477	0.01698372918
478	0.01691534137
479	0.01688477506
480	0.01684770641
481	0.01681539204
482	0.01677426545
483	0.01673124975
484	0.01667037359
485	0.0166424717
486	0.0166169017
487	0.01658533493
488	0.0165592099
489	0.01650889934
490	0.01647837038
491	0.01644679923
492	0.01640482031
493	0.01636953806
494	0.01632202888
495	0.01629009562
496	0.01624681192
497	0.01618794451
498	0.01613991369
499	0.01609775255
500	0.01603914902
501	0.01600162009
502	0.01597142231
503	0.0159387278
504	0.01591832849
505	0.01588930566
506	0.01584443877
507	0.01579669561
508	0.01575994583
509	0.01573752543
510	0.0157123557
511	0.01567789364
512	0.01564596501
513	0.0156064621
514	0.01556633786
515	0.01553734602
516	0.01550037681
517	0.01545874729
518	0.01543381546
519	0.01540007941
520	0.01535379614
521	0.01532090551
522	0.01529556749
523	0.01524902045
524	0.01521223352
525	0.01515720267
526	0.01510578621
527	0.01506996259
528	0.0150183537
529	0.01499679592
530	0.0149659579
531	0.0149355158
532	0.01490475486
533	0.01487430677
534	0.01482293054
535	0.01478752345
536	0.01475156983
537	0.01471260005
538	0.0146852887
539	0.01465759381
540	0.01463632935
541	0.01459061062
542	0.01456210773
543	0.01451678792
544	0.01448671789
545	0.01446395292
546	0.014425742
547	0.01439879989
548	0.01436530597
549	0.0143411637
550	0.01430477457
551	0.0142830971
552	0.01425518646
553	0.01423523741
554	0.01419582468
555	0.01415457685
556	0.01413171741
557	0.01410677402
558	0.01407657797
559	0.01404773177
560	0.01401687198
561	0.01397835806
562	0.01394642696
563	0.01392038327
564	0.01388849631
565	0.0138652987
566	0.01383427451
567	0.01381278622
568	0.01377025013
569	0.01374842847
570	0.01372410171
571	0.0137017612
572	0.01367015514
573	0.01365315936
574	0.01363344561
575	0.01360161782
576	0.01358474514
577	0.01354305494
578	0.01351735457
579	0.01348855182
580	0.01346153565
581	0.01342928883
582	0.01340933318
583	0.0133883701
584	0.01335713047
585	0.01331921417
586	0.01329117242
587	0.01325309115
588	0.0132332402
589	0.01320154821
590	0.01318053243
591	0.01315760846
592	0.01313353798
593	0.01310098015
594	0.01307661844
595	0.01304732148
596	0.01302409352
597	0.01300750602
598	0.01298996672
599	0.01297283303
600	0.01293554743
601	0.01290349737
602	0.01287946633
603	0.01284190218
604	0.012819111
605	0.01279650005
606	0.01276040264
607	0.01273953152
608	0.01272043731
609	0.01268378382
610	0.01266551421
611	0.01264998764
612	0.01262431263
613	0.01260845097
614	0.01259064062
615	0.01256899255
616	0.01253572154
617	0.01251838446
618	0.01250306827
619	0.01247762391
620	0.01246143908
621	0.0124444345
622	0.01242029181
623	0.01239873712
624	0.01238154623
625	0.01236334865
626	0.0123395186
627	0.01232430895
628	0.01229319199
629	0.01226755681
630	0.01224550101
631	0.01222494945
632	0.01220349086
633	0.01218282137
634	0.01216803614
635	0.01214350109
636	0.01212762924
637	0.01211193341
638	0.0120820084
639	0.01206249266
640	0.01204388083
641	0.01201231593
642	0.01199548066
643	0.01196979543
644	0.01195148487
645	0.01193381784
646	0.01191787765
647	0.01190198593
648	0.01188982273
649	0.01186573586
650	0.01184865879
651	0.01183004096
652	0.01181404005
653	0.01178624962
654	0.01176420814
655	0.01174911324
656	0.01173528531
657	0.01171803008
658	0.01169563197
659	0.01167665212
660	0.01165225238
661	0.01163494058
662	0.01161630539
663	0.01159921028
664	0.011580304
665	0.01156377238
666	0.01154514335
667	0.01153097704
668	0.01151366701
669	0.01149755331
670	0.01147943934
671	0.0114619468
672	0.01144467316
673	0.01143154236
674	0.01141844583
675	0.01140220113
676	0.01137241109
677	0.01135825498
678	0.01134128591
679	0.01132477626
680	0.01131312549
681	0.01129831819
682	0.01128565931
683	0.01126695878
684	0.01125353706
685	0.01122589194
686	0.01121007678
687	0.01118681061
688	0.0111699784
689	0.01115375278
690	0.01114018873
691	0.01111967257
692	0.0111011186
693	0.01108901748
694	0.01107283227
695	0.01105924137
696	0.01103943566
697	0.01102454073
698	0.01099722632
699	0.01097357186
700	0.01095354013
701	0.01092927074
702	0.01091635852
703	0.01089506602
704	0.0108771126
705	0.01086387105
706	0.01084860413
707	0.01082897284
708	0.01081752729
709	0.01080485604
710	0.01078240486
711	0.01076739591
712	0.01075199154
713	0.010736994
714	0.01072476209
715	0.01071199453
716	0.01068560406
717	0.01067045298
718	0.01064427507
719	0.01063161003
720	0.01061417126
721	0.01059989109
722	0.01058608766
723	0.01056792011
724	0.010554424
725	0.01053494645
726	0.01051514647
727	0.01049714195
728	0.01047514114
729	0.01045263052
730	0.01044017123
731	0.01042595807
732	0.01041148561
733	0.01039264577
734	0.01037697674
735	0.01036502903
736	0.01034649996
737	0.01032772765
738	0.0103151756
739	0.01030298573
740	0.0102882082
741	0.01027251999
742	0.01025696278
743	0.01024384033
744	0.01023062664
745	0.01021365098
746	0.01020289946
747	0.01018260329
748	0.01017132057
749	0.01015512358
750	0.01014302345
751	0.01013220075
752	0.01011561934
753	0.01010363557
754	0.01008122047
755	0.01006878344
756	0.01005809433
757	0.01004217148
758	0.01002906412
759	0.01001232005
760	0.009988964524
761	0.009978689136
762	0.009965667413
763	0.009950685449
764	0.009937297854
765	0.009925666351
766	0.009909794949
767	0.009896887159
768	0.009881723175
769	0.009864836577
770	0.009843695497
771	0.009833020867
772	0.009817693921
773	0.009803715593
774	0.009788280263
775	0.009776163083
776	0.009760429152
777	0.009746615782
778	0.009725604167
779	0.009714420599
780	0.009691460385
781	0.009679666743
782	0.009670741881
783	0.009658965184
784	0.00964835425
785	0.009637612566
786	0.009623687893
787	0.009608634369
788	0.009595943819
789	0.00957945648
790	0.009561371338
791	0.009548574628
792	0.009539682995
793	0.009529341507
794	0.009516086403
795	0.00950082866
796	0.009481901406
797	0.009462080001
798	0.009448070251
799	0.009432100589
800	0.009421616932
801	0.009408843381
802	0.009388884584
803	0.009377753057
804	0.009360543268
805	0.009351535997
806	0.009338087187
807	0.009327720376
808	0.009310064826
809	0.009292199864
810	0.009271928787
811	0.009262049397
812	0.009244841044
813	0.009229011732
814	0.009215573397
815	0.009206092402
816	0.009195685406
817	0.009180125498
818	0.009166114256
819	0.009146659375
820	0.009137780984
821	0.009124777271
822	0.009107588381
823	0.009097651126
824	0.009087730962
825	0.009078163916
826	0.009066700772
827	0.009054580108
828	0.009042175796
829	0.009031453958
830	0.009020513341
831	0.009012463649
832	0.009003956691
833	0.008987231201
834	0.008974098856
835	0.008964996228
836	0.008955726955
837	0.008935881913
838	0.008928522063
839	0.008919706345
840	0.008909597327
841	0.008891187632
842	0.008875247787
843	0.008859256257
844	0.008846700192
845	0.008833854825
846	0.008823041735
847	0.008805470125
848	0.008797146897
849	0.008789392262
850	0.008776254592
851	0.008767997299
852	0.008756089175
853	0.008744683369
854	0.00873585632
855	0.008729111307
856	0.008720313883
857	0.008705810675
858	0.008693879173
859	0.008678654626
860	0.008667920322
861	0.008655162841
862	0.008639169491
863	0.008624113607
864	0.00860723756
865	0.008599038273
866	0.008590250908
867	0.008580460736
868	0.008565658333
869	0.008558675546
870	0.008550012634
871	0.008533873945
872	0.008522897372
873	0.008506422757
874	0.00849878265
875	0.008490455196
876	0.008481083984
877	0.008471916174
878	0.00846261642
879	0.008454572173
880	0.008441054225
881	0.008433453446
882	0.008420716581
883	0.008406828168
884	0.008398707228
885	0.008382698746
886	0.008374869728
887	0.00836274954
888	0.008351049726
889	0.008343139859
890	0.008333034907
891	0.008319022635
892	0.008308053702
893	0.008298977005
894	0.008283318141
895	0.008274462387
896	0.008262043014
897	0.008253828867
898	0.008237856416
899	0.008226009509
900	0.008218394923
901	0.008211808374
902	0.008195433485
903	0.008181730268
904	0.008172888771
905	0.008157382186
906	0.008143955106
907	0.008136459015
908	0.008125347911
909	0.008118664871
910	0.008110131325
911	0.008101381731
912	0.008087790633
913	0.008079521498
914	0.008073401948
915	0.008058601687
916	0.008049289626
917	0.008041552639
918	0.00803286909
919	0.008023246808
920	0.0080086311
921	0.007998776126
922	0.007984978683
923	0.007979135088
924	0.007971669491
925	0.00796243815
926	0.007946047543
927	0.007940460157
928	0.007931588694
929	0.007924694653
930	0.007918810959
931	0.00791141164
932	0.007903165533
933	0.007894884216
934	0.007883900302
935	0.007874924656
936	0.00786603625
937	0.007858463945
938	0.007848106685
939	0.007835395041
940	0.007824809139
941	0.007816324148
942	0.007806472892
943	0.007797904441
944	0.007790866111
945	0.00777885548
946	0.007766307781
947	0.007758440848
948	0.007744238471
949	0.007730991368
950	0.007723534058
951	0.007715969989
952	0.007707893112
953	0.007701020736
954	0.007689747778
955	0.007680083824
956	0.007670614035
957	0.007663132879
958	0.007653113228
959	0.007640545814
960	0.007634145529
961	0.007620386009
962	0.007610503688
963	0.007603450798
964	0.007595262997
965	0.00758981609
966	0.007582466429
967	0.007575498761
968	0.007567263266
969	0.007561951988
970	0.007553904503
971	0.007540613464
972	0.007529372123
973	0.007516170136
974	0.007506852426
975	0.00749763954
976	0.007491389836
977	0.007486045831
978	0.007480163733
979	0.007474643091
980	0.007468054748
981	0.007457831342
982	0.007450033927
983	0.007441140664
984	0.007435423812
985	0.007424229968
986	0.007418755401
987	0.007412488131
988	0.007405098134
989	0.007397160359
990	0.007390991591
991	0.007378882532
992	0.007371590148
993	0.007364264949
994	0.007358783261
995	0.007346159855
996	0.007336556523
997	0.007329273725
998	0.007323158369
999	0.007316541362
69976
006807859743
998	0.006797064494
999	0.006791788018
908861
997	0.006259661592
998	0.00625271526
999	0.006247171322
